,Title,Company,Description,Link
210,2018 S&P Global Platts Data Scientist Internship,PLATTS,"The Role: 2018 S&P Global Platts Data Scientist Internship

The Location: New York, NY

The Team: The Data Sourcing and Normalization group works to collect and lead market fundamental datasets related to the energy industry through a variety of processes that combine analytical and technical skills. In this role, you will take responsibility for the data collection, content verification, quality control and significant analysis to support Platts content and products. You will apply industry knowledge, combined with analytical acumen, to independently identify and resolve data integrity issues daily.

The Impact: This internship is the foundation of the products delivered. The data you will collect is fundamental to our operations; it feeds into our products and platforms and is the basis for analysis by other teams within the company.

What’s in it for you:
You will build your IronPython and SQL development experience and growth, as well as work with a globally operating team.

Responsibilities:
Accountable for ensuring timely and accurate collection and databased storage. This includes hands on coding ensuring data collected is proofed to source, handling daily exceptions (changes to source data, process errors, verifying suspect data), applying industry standard methodologies, and tracking to operational metrics.
Responsible for building requirements, metadata, backup procedures, and process documentation, and overall management of dataset addition process.
Works with technology, Quantitative, and Editorial teams to ensure that content is delivered on-time, regardless of system issues, and that the format and structure supports the business need.
Is responsible for following up on exceptions and outliers associated with specific datasets. This may include via industry contacts, 3rd party verification, additional research, and modeling or related analyses.
Maintains ongoing metrics on data quality, time management, and cost monitoring associated to be used across all of the Data Operations & Engineering group.
Writes data queries for internal use as required.
Completes one-time data pulls from database as requested.

What We’re Looking For:
Basic Qualifications:
Pursuing an undergraduate degree in Information Technology, Computer Information Systems, Computer Engineering, Computer Science or other technical discipline
Python or IronPython development experience or experience crafting scripts for automated data collecting
Demonstrable experience in working with users to test, debug and document systems
Experience with relational database: preferably SQL Server 2008R2 or 2012
Previous experience with large datasets
Knowldege of working in an Agile environment
Complex problem-solving aptitude
Enthusiastic/self-motivated with ability to work under stress either independently or in a team environment
Ability to use organizational/time management skills to prioritize decisions
This position is limited to those who are a U.S citizen, lawful permanent resident (LPR), asylee, or refugee.

Preferred Qualifications:
Expertise in the energy industry

S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or any other basis prohibited by federal, state or local law. Only electronic job submissions will be considered for employment.

If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.

The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf describes discrimination protections under federal law.",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=33
211,Data Engineer Internship,New York District Attorney's Office,"Position Summary:
The New York County District Attorney's Office has immediate openings for Spring Internships in its new Law, Technology, and Innovation Unit (LTI). LTI is charged with developing technology solutions to enterprise-wide problems related to investigations, evidence processing, and case management. Interns will brainstorm problems and potential solutions with bureaus, develop prototypes, and contribute to existing data science projects and applications. The LTI intern will have latitude to apply his or her unique skillset to an evolving set of projects and tasks.

Responsibilities:
•
Work with those in your unit to understand case workflow, and automate and streamline investigative steps wherever possible
•
Develop technological infrastructure for your unit, in the form of internal web applications or otherwise
•
Develop tools to identify trends, behaviors, and patterns related to cases in your unit
•
Work on cases directly wherever programming can speed up an investigation or bring in new insights
•
Collaborate with others throughout the office to work on DANY-wide applications and projects


•
Knowledge of Python, and preferably R and SQL
•
Experience developing (internal) web applications via Flask, Django, Shiny, Bokeh, HTML, CSS, Javascript, etc.
•
Experience working with databases
•
Experience with data science
•
Ability to make sense out of virtually any type of incoming file, and extract and analyze the relevant data
•
Ability to communicate effectively with anyone - other programmers internally or externally, assistant district attorneys, investigators or paralegals
•
Driven to find ways to use technology to improve the way cases are brought in and investigated within your unit

Educational Requirements:
•
Currently enrolled in an undergraduate or graduate program in Computer Science or a related field.

Additional Requirements:
•
Cover Letter
•
Unofficial transcript
•
Previous data science project or portfolio
•
Interest in law enforcement, criminal justice, or civic technology

Commitment:Applicants must commit to a complete term:
•
Summer Term (June - August, ï»¿10 weeks, 35 hours/week)
•
Fall Term (September - December, 12 weeks, minimum of 12 hours/week)
•
Spring Term (February - May, 12 weeks, minimum of 12 hours/week)
The New York County District Attorney's Office is an Equal Opportunity Employer",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=38
212,Data Analyst,Cota,"POSITION: DATA ANALYST

OVERVIEW
Cota is seeking an early-career data scientist who is naturally curious, has familiarity with various analytic tools, and enjoys solving new problems. In addition, you should be able to continually unearth and present interesting trends that have clinical and business importance for our customers and oncology patients at large. You will be joining a friendly, high performing and diverse data science team with backgrounds in finance, health economics, biology, and statistics.

RESPONSIBILITIES
Develop real-world-data analytic products for the oncology space
Partner with the operations, engineering, and clinical teams to define analytic requirements, enhance data quality, and deliver publication-caliber analysis
Ramp-up on oncology domain knowledge and healthcare analytic techniques within the first 3 months of the job
Become an expert on our data model; confidently representing our data capabilities to other teams as well as external partners. In time, suggest & implement improvements to our data model based on business needs and client feedback
QUALIFICATIONS
Masters degree in computer science, statistics, applied math, econometrics or similar quantitative field with prior research/internship experience
Bachelor degree in computer science, statistics, applied math, econometrics or similar quantitative field with 2 years of analytic work experience in a rigorous environment
Must be curious and intellectually humble. “Know what you don’t know” and ask for help from others with more domain expertise
Solid foundational knowledge of descriptive and predictive statistics
Passionate about data quality and able to clearly communicate and evangelize its importance to internal and external partners
Collaborative self-starter. Cota is a startup environment and you will be working cross-functionally daily with data scientists, engineers, medical professionals, and business professionals.
BONUS POINTS
Medical school student with demonstrated data science interest seeking a career change
Research experience with oncology, genomics or bioinformatics",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=38
213,Data Scientist,comScore,"Job Description Summary
Job Description
Job Title: Data Scientist
Location: New York, NY

About This Role:

Come join us! comScore is a media measurement company providing cross platform reporting and analytics with cutting-edge technology to serve clients in the entertainment, media, retail, and advertising industries. comScore's data science team helps design the intelligent engines that power the company's advanced measurement systems. Through our research, comScore builds projections that make the massive amount of raw data we take in from media across the world meaningful and useful for our clients.

We are currently seeking an Data Scientist to add to our growing company of talented team members. If you're hardworking and enjoy a cooperative work environment, we're offering a place where you can work alongside talented peers on interesting, dynamic, and fun projects. We're a small enough company that you can make a big difference here, but we're big enough to reach a national audience.

What You’ll Do:

Validate, analyze, and conduct statistical analysis (clustering, modeling) on data using analytical software (SQL & python/R).
Analyze and define efficient, workable solutions that support client business processes and functional requirements for research projects.
Extract qualitative findings from large data sets.
Develop and execute test cases to ensure data requirements have been met.
Interpret results, present findings, and recommend alternative solutions to research management and business decision makers.
Track daily industry news and disseminate relevant articles to management and team

What You’ll Need:

PHD or Master's Degree in Statistics, Decision Sciences, Economics, Physics, Mathematics, or similar field required.
2 years of experience in the analytical field
Experience with SQL, Python/R or other programming language
Highly competent in data manipulation and critical thinking.
Intrinsic ability to look at data and identify patterns, problems, or analysis opportunities. Knowledge of data mining and software applications.
Ability to distill large amounts of information into key findings.
Ability to clearly articulate research in written and verbal presentations with software developers, clients, management, and sales staff.
Data management experience with one or more data analysis packages (e.g. SPSS, SAS, STATA, R) required.
Experience with Excel, including pivot tables, formulae, VLOOKUPs, and graphing
Strong organizational skills including the ability to multi-task and prioritize efficiently to meet deadlines.
Strong attention to detail and problem-solving skills.
Self-motivated, takes initiative, loves to learn, and continuously seeks new knowledge.
Proven ability to manage and perform multiple tasks under conditions of fluctuating workloads, competing requirements, and changing deadlines while maintaining accuracy; working independently and completing assignments with minimal direction.
Self-starter who is self-motivated, efficient, responsible, and dependable.
Experience in the television/media research industry is a plus.

About comScore
At comScore, we’re pioneering the future of cross-platform media measurement, arming organizations with the insights they need to make decisions with confidence. Central to this aim are our people who work together to simplify the complex on behalf of our clients & partners. Though our roles and skills are varied, we’re united by our commitment to five underlying values: Integrity, Velocity, Accountability, Teamwork, and Servant Leadership. If you’re motivated by big challenges and interested in helping some of the largest and most important media properties and brands navigate the future of media, we’d love to hear from you.

comScore (NASDAQ: SCOR) is a trusted partner for planning, transacting and evaluating media across platforms. With a data footprint that combines digital, linear TV, over-the-top and theatrical viewership intelligence with advanced audience insights, comScore allows media buyers and sellers to quantify their multiscreen behavior and make business decisions with confidence. A proven leader in measuring digital and set-top box audiences and advertising at scale, comScore is the industry’s emerging, third-party source for reliable and comprehensive cross-platform measurement. To learn more about comScore, please visit comScore.com.

EEO Statement: We are an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, disability status, sexual orientation, gender identity, age, protected veteran status or any other characteristic protected by law.

To comply with federal law, comScore participates in E-Verify. Successful candidates must pass the E-Verify process after hire.

At this time, comScore will not sponsor a new applicant for employment authorization for this position.

LI-EB1
MSEB",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=40
214,Underwriting Data Scientist,AIG,"Functional Area:
FA - Finance

Estimated Travel Percentage (%): No Travel

Relocation Provided: No

American General Life Insurance Company

Job ID: JR1813369 Underwriting Data Scientist

Your Future Team

DSA Re: In 2016, AIG created a third reporting segment, Legacy, to manage non-core assets and liabilities, and businesses in run-off, with the objective of balancing the benefits of return of capital or capital redeployment, with potential near-term reductions in book value. The launch of the DSA Re entity in 2017 was an important early step in achieving that objective. AIG continued the DSA Re strategy by announcing a strategic partnership with The Carlyle Group to achieve the long-term vision for DSA Re. DSA Re currently reinsures $36 billion of AIG’s Legacy Life and Annuity and General Insurance liabilities. DSA Re’s diversified risk portfolio, strong claims operation, and efficient administration capabilities provide the foundation for a platform that can be scaled over time to offer unique solutions to external parties. AIG and Carlyle plan to build DSA Re into a standalone platform with financial strength that complements its strategically differentiated capabilities. For more information, please visit http://www.aig.com/investor-relations

This position will work directly with the senior underwriting staff to develop and maintain underwriting tools and study DSA Re, counter-party, and industry portfolio characteristics.

Your Contribution

This individual will need to have excellent data handling and systems capabilities and a strong understanding of data cleansing and statistical modeling. This role will be responsible for evaluating the adequacy of data and data quality for the conclusions we draw. This includes pricing and risk structure decisions on transactions between 100MM and 1BN in liabilities. This person will also be expected to understand data generating processes and model frameworks to be able to provide management with feedback regarding appropriate model structure.

This position's responsibilities include:
Identify potential data sources, internal and external
Provide solutions to data problems, erroneous or missing data
Develop metrics or visualizations for rapidly evaluating the reasonability of results and identifying changes and unusual events
Creative solutions to information limitations, including harvesting data from public data sources and leveraging research from diverse, non-insurance sources
Present pros and cons of data sources and modeling methods with understanding and consideration of the ultimate goal of their analysis. Data Scientist should be comfortable making decisions and defending them
Analyze potential solutions to gaps in data or understanding leveraging the latest research outside the insurance and financial services industry
Contribute to the broader quiver of models and research with constructive suggestions


What we are looking for
Deep programming and data cleansing experience across an array of data sources and programming languages. Experience should demonstrate versatility
Proactive and independent problem solver
Experience building and mathematical and statistical models in excel and [R]. Bayesian and Machine Learning experience is a plus
Extensive experience with various data-sets and have comfort in multiple platforms (e.g., Oracle, Netezza, DB2, Hadoop) as well as multiple programming languages (e.g., [R], Python, C++)
Strong understanding of classic data cleansing techniques
Background with insurance data
Deep understanding of mathematical modeling first-principles and economics is a strong plus.
A strong candidate with the necessary skills and relevant background but without a graduate degree will be considered.



It has been and will continue to be the policy of American International Group, Inc., its subsidiaries and affiliates to be an Equal Opportunity Employer. We provide equal opportunity to all qualified individuals regardless of race, color, religion, age, gender, gender expression, national origin, veteran status, disability or any other legally protected categories.

At AIG, we believe that diversity and inclusion are critical to our future and our mission – creating a foundation for a creative workplace that leads to innovation, growth, and profitability. Through a wide variety of programs and initiatives, we invest in each employee, seeking to ensure that our people are not only respected as individuals, but also truly valued for their unique perspectives.",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=40
215,Data Science (Python) Consultant,Deloitte,"Data Science (Python) Consultant

We help clients achieve competitive advantage through data and cognitive powered transformations that promote enterprise intelligence, autonomous processes, and precision stakeholder engagement.

As part of Deloitte’s Strategy and Analytics talent group, Analytics & Cognitive is the premier data-powered and platform-enabled cognitive consultancy. Our vision is to be the Cognitive Consultancy of choice, leading clients to the future of how humans and machines work together through insights enablement, application modernization, advanced value creation, platform transformation, personalized customer engagement and workforce evolution.

Work you’ll do
As a Deloitte Data Science (Python) Consultant in the Deloitte Strategy & Analytics Group, you will use data and analytics technologies to help clients interpret data and make informed business decisions. Working collaboratively with diverse clients around the world, you will also provide change management assistance and help clients design business processes that integrate predictive modeling within their existing infrastructure. The job functions include the following:
Perform Python data manipulation and analysis programming
Develop predictive models using multiple statistical techniques
Provide technical design assistance
Present and communicate results to clients
Provide support and assistance for the implementation of predictive models
Generate insights to catalyze growth and engage stakeholders using machine learning and science based capabilities

The team
Analytics & Cognitive

Analytics & Cognitive will work with our clients to:
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platforms
Leverage automation, cognitive and science-based techniques to manage data, predict scenarios and prescribe actions
Drive operational efficiency by maintaining their data ecosystems, sourcing analytics expertise and providing As-a-Service offerings for continuous insights and improvements

Qualifications

Required:
Bachelor’s degree
2+ years of experience with Python
2+ years of experience with Modeling Language (e.g., R, Spark, SAS, etc.)
2+ years of experience in data science and analytical modeling
Up to 80% travel required

Preferred:
Bachelor’s Degree in statistics, actuarial science or related field of study
2+ years of data mining and predictive modeling experience
Extensive knowledge of tools for data mining and statistics (SAS, SPSS, MATLAB)
Strong knowledge of MS Office products
Strong experience with Python
Solid statistical understanding
Good oral and written communication skills
Ability to effectively work in a team environment and as an individual
Strong work ethic and desire to help clients improve their businesses
Strong desire for success
Ability to maintain a flexible work schedule including overtime
Advanced degree in statistics, actuarial science, artificial intelligence, or data mining
Actuarial designation or actuarial background
Business analytics experience in one or more of the following industries: Insurance, Consumer Products and Packaged Goods, and Human Resources
Modeling expertise using statistical techniques such as logistic and linear regression, decision trees, neural network or clustering techniques

How you’ll grow
At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there’s always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. Explore Deloitte University, The Leadership Center.

Benefits
At Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits. Learn more about what working at Deloitte can mean for you.

Deloitte’s culture
Our positive and supportive culture encourages our people to do their best work every day. We celebrate individuals by recognizing their uniqueness and offering them the flexibility to make daily choices that can help them to be healthy, centered, confident, and aware. We offer well-being programs and are continuously looking for new ways to maintain a culture where our people excel and lead healthy, happy lives. Learn more about Life at Deloitte.

Corporate citizenship
Deloitte is led by a purpose: to make an impact that matters. This purpose defines who we are and extends to relationships with our clients, our people and our communities. We believe that business has the power to inspire and transform. We focus on education, giving, skill-based volunteerism, and leadership to help drive positive social impact in our communities. Learn more about Deloitte’s impact on the world.

Recruiter tips
We want job seekers exploring opportunities at Deloitte to feel prepared and confident. To help you with your interview, we suggest that you do your research: know some background about the organization and the business area you’re applying to. Check out recruiting tips from Deloitte professionals.


As used in this posting, “Deloitte” means Deloitte Consulting LLP, a subsidiary of Deloitte LLP. Please see www.deloitte.com/us/about for a detailed description of the legal structure of Deloitte LLP and its subsidiaries. Certain services may not be available to attest clients under the rules and regulations of public accounting.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability or protected veteran status, or any other legally protected basis, in accordance with applicable law.",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=40
216,Data Analyst,Essence,"About Essence

Essence, part of GroupM, is a global data and measurement-driven agency that blends data science, objective media and captivating experiences to build valuable connections between brands and consumers. Clients include Google, FrieslandCampina, and the Financial Times. The agency is more than 1,100 people strong, manages over $3.2B in media spend and deploys campaigns in 71 markets via its global offices throughout North America, EMEA and APAC.

Visit essenceglobal.com ( essenceglobal.com ) for more information and follow us on Twitter at @essenceglobal

About the Role

At Essence, Data Analysts are responsible for quantifying and measuring the success of our executions and for delivering insights that enable us to innovate the work we deliver. You will be supporting analyses for campaigns and helping the development of new analytical tools

Some of the things we'd like you to do:
Take ownership of delivery for designated clients/projects
Collaborate with campaign team to identify opportunities where our analytics offering can add value
Gain an understanding of marketing plans and their objectives to be able to assist with comprehensive measurement, and test & learn plans
Develop analytical techniques to analyze results from experiments/studies/observations
Explore methods/techniques for solving business problems given the data available (potentially 3rd party)
Help internal and external clients understand the capability and limitations of methods used
Develop and present compelling and innovative presentations
A bit about yourself:
Proficiency with systems such as SQL, Social Analytics tools (Crimson Hexagon), Python, and 'R'
Have some understanding of marketing campaigns and their objectives
Strong analytical skills - ability to analyze raw data, find insights, and provide actionable strategic recommendations
Ability to manage someone effectively to bring out the best in their skillsets, motivating them to succeed, and keeping their focus
Strong work ethic, with ability to manage multiple projects, people, and time zones to meet deadlines and deliver results
What you can expect from Essence

Essence's mission is to make advertising more valuable to the world. We do this by employing the world's very best talent to solve some of the toughest challenges of today's digital marketing landscape. It's important that we hire people whose values reflect those of our own: genuine, results-focused, daring and insightful. As an Essence employee, we promise you a workplace that invests in your career, cares for you and is fun and engaging. We believe these factors create a workplace where you can be yourself and do amazing work.",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=41
217,Data Scientist - Data Science Core,BlackRock,"BlackRock helps investors build better financial futures. As a fiduciary to our clients, we provide the investment and technology solutions they need when planning for their most important goals. As of June 30, 2018, the firm managed approximately $6.3 trillion in assets on behalf of investors worldwide. For additional information on BlackRock, please visit www.blackrock.com | Twitter: @blackrock | Blog: www.blackrockblog.com | LinkedIn: www.linkedin.com/company/blackrock.


Job Description:


Data Science at BlackRock:
In February 2018, BlackRock announced the creation of a new central Data Science team in order to accelerate innovation and technology in artificial intelligence, and to have firm-wide impact using data science to solve strategic problems. The team is led by two experienced data science leaders, Dr. Sherry Marcus and Dr. Rachel Schutt.
BlackRock manages $6.2+ trillion in assets on behalf of investors worldwide. As such, there is a rich problem space for data scientists and engineers across all areas of the business including investments, sales, marketing, operations, product, UX, etc. and the potential to have large scale impact.
The kinds of problems you’d be working on:
Building a dynamic pricing and auto-bidding engine for the security lending business
Alpha generation: extracting signals from alternative data sets that provide investment opportunities to investors.
Predictive models in sales and marketing applications in order to anticipate client behavior and needs.
Speech-to-text analysis
Graph Analysis for path generation for data lineage/provenance, ontological development, or network analytics.
Automating repeatable tasks done by humans to free them up to work on the tasks that require their human intelligence
The firm-wide policy on algorithmic accountability and ethics of data science
The team you’d be part of:
In the first year, the team will grow to 20 data scientists and data engineers. The team works collaboratively; and is a multi-disciplinary team with the following skills and capabilities: machine learning, statistical modeling, exploratory data analysis, natural language processing, data visualization, network/graph modeling, ETL, data pipelines, data architecture, communication, project /product management and strategy. We work with data from a wide variety of sources including text, news feeds, financial reports, time series transactions, user behavior logs, imagery, and real-time data.
We will be hiring a mix of tech leads and individual contributors with deep expertise in certain areas, as well as generalists. All individuals will be expected to have solid statistical/mathematical, and/or algorithmic/computational foundation and writing code is required. Each individual will be expected to contribute and lead based on their experience and expertise.
As this is a new team, we will be in start-up mode, so you would be helping to build and shape the team and culture from the ground up. You should therefore be comfortable with ambiguity and willing to be pro-active in your contributions, and evolve as the team grows.
We are looking for candidates with unique backgrounds and diverse skillsets with fresh perspectives to accelerate and amplify our efforts to make an impact at BlackRock. Data Science Core aims to bring best of class technologies, analytics, and insights to the entirety of the firm and to our clients utilizing data from a wide variety of sources including text, news feeds, financial reports, time series transactions, logs, imagery, and real-time data.
Check this out: BlackRock in the News
Job Description:
As a Data Scientist, you will evaluate and improve BlackRock’s products. You will work with a multi-discipline, multi-region team of world-class data scientists, engineers, and investment professionals on a corporate-wide set of client, investor, and operational problems. The position will bring analytical rigor and statistical methods to the challenges of measuring data and analytical quality, building (NLP, Graph, Statistical) technology capabilities, and understanding the needs and behaviors of our end users and clients.
Responsibilities:
Work with large complex data sets. Solve novel investment, client, or operational analysis problems by applying analytical methods.
In conjunction with the team, conduct end to end analysis that consists of gathering, requirements specification, processing, analysis, algorithms, builds, ongoing deliverables, and presentations for specific projects. This will include but not be limited to the transformation and integration of data sets such as real-time financial data and reports, text, news feeds, audio, imagery, or log data.
Build and prototype analysis and data pipelines iteratively that will lead to insights at scale. Develop holistic understanding of BlackRock data structures and metrics, advocating for changes to promote new product features or sales opportunities within the team.
Assist in the development of business recommendations with effective presentation of findings at multiple levels of stakeholders using visual analytic displays of quantitative information. Communicate findings with stakeholders as necessary.
Qualifications:
3+ years of professional experience in machine learning, statistics, building data pipelines, exploratory data analysis, and other aspects of the data science process
Background in basic mathematical and statistical principles such as regression, probability distributions, multi-variate calculus, matrix algebra.
Familiarity with tools such as Python, R, Julia or MATLAB
MS degree or PhD in a quantitative discipline (computer science, mathematics, statistics, economics, physics, engineering or related field)
Experience with the analysis or application of data in finance, biology, economics, sociology or related fields.



BlackRock is proud to be an Equal Opportunity and Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, national origin, religion, sex, sexual orientation, gender identity, disability, protected veteran status, and other statuses protected by law.



BlackRock will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the law, including any applicable fair chance law.",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=41
218,Data Engineer,New York City DEPARTMENT OF CITY PLANNING,"THE AGENCYThe Department of City Planning (DCP) plans for the strategic growth and development of the City through ground-up planning with communities, the development of land use policies and zoning regulations, and sharing its perspectives on growth and community needs with sister agencies in collaboration with the Office of Management and Budget (OMB).DCP?s six strategic objectives include: (a) catalyze long-term neighborhood improvement through integrated planning and targeted accompanying public investments; (b) encourage housing production, affordability, and quality; (c) promote economic development and job growth; (d) enhance resiliency and sustainability of neighborhoods; (e) ensure integrity, timeliness and responsiveness in land use reviews; and, (f) supply objective data and expertise to a broad range of planning functions and stakeholders.Central to its mission, DCP supports the City Planning Commission in its annual review of approximately 450 land use applications. The Department also works closely with OMB in developing the Ten-Year Capital Strategy, and helping administer the Neighborhood Development Fund, geared toward ensuring that growing neighborhoods undergoing rezoning have accompanying infrastructure investments.The New York City Department of City Planning is a great place to work ? cultivating intellectual inspiration, professional development and creativity. Visit our website at www.nyc.gov/planning to access the full listing of job opportunities and to learn more about our great agency.THE DIVISIONInformation Technology Division (ITD) is responsible for supporting the agency?s technology footprint, including technology infrastructure across five boroughs, as well as workflow applications and databases for analytics and decision-making. The division is comprised of 50+ inter-disciplinary staff with specialties in desktop support, server engineering, telecom, application development, database maintenance, data processing, data visualization and mapping, amongst many others. The division provides technology support for agency staff across five boroughs.Within ITD, the Enterprise Data Management (EDM) section is responsible for creating and implementing the agency?s data strategy and data governance policy; updating and maintaining core citywide data sets in support of 911 dispatch and the operations of city agencies; and improving the creation, use, and availability of geospatial data sets within the agency.THE ROLEITD?s Enterprise Data Management (EDM) section is seeking a highly-motivated, innovative Data Engineer to modernize data set development by automating processes and ensuring procedures are reproducible and transparent. He/she will be involved in the design and implementation of the entire data pipeline, from capturing and storing disparate data sources to processing that data and making that data available to DCP staff. The Data Engineer will work across the agency to understand data needs, and create systems that provide consistent and complete information to help solve business problems. He/she will work to increase data literacy throughout the agency, provide guidance on best practices, collaborate with stakeholders, write blogs, and participate in both formal and informal data information sessions. This work supports analyses used to inform important decisions, such as the allocation of the Neighborhood Development Fund, designation of areas subjected to special zoning regulations, and siting of new facilities.Data Engineering is a new unit within EDM responsible for modernizing and improving some of the citywide data sets distributed on BYTES of the BIG APPLE?, including PLUTO/MapPLUTO, Zoning Tax Lots, and the Facilities Database. It works with agency planners to automate the creation of additional high value data sets that require frequent updates. Responsibilities will include: Develop and maintain data pipelines, with a focus on writing scalable, clean, and fault-tolerant code to handle disparate data sources; Work with agency staff to understand their business requirements and gather technical requirements for new data sets or updates to existing data sets; Collaborate with other engineers to design and implement EDM?s next generation data warehouse system; Implement new product features and performance improvements to existing data products; Write and disseminate technical documentation and metadata; Help drive optimization, testing and QA/QC to improve data quality across the product; and Perform other related tasks.

Minimum Qual Requirements

1. A baccalaureate degree from an accredited college and two years of experience in community work or community centered activities in an area related to the duties described above; or 2. High school graduation or equivalent and six years of experience in community work or community centered activities in an area related to the duties as described above; or 3. Education and/or experience which is equivalent to ""1"" or ""2"" above. However, all candidates must have at least one year of experience as described in ""1"" above.

Preferred Skills

Strong SQL experience (PostgreSQL / PostGIS) Experience developing and analyzing spatial data Familiarity with Python, Bash, and JavaScript Comfort with source control (GitHub) and working in a Linux environment Interest in urban planning and knowledge of NYC geography and data Strong analytical, quantitative, problem-solving, and critical thinking skills Excellent interpersonal, verbal, and written communication skills

To Apply

Click on ?Apply Now? at the bottom of the postingPlease be advised only candidates under consideration will be contacted.Appointments are subject to Office of Management and Budget (OMB) approval.The candidate selected for this position must be a resident of the City of New York or become a resident within 90 days of appointment.Authorization to work in the United States is required for this position. Sponsorship is not available for this position.THE DEPARTMENT OF CITY PLANNING IS AN EQUAL OPPORTUNITY EMPLOYER AND A COPY OF THE EQUAL OPPORTUNITY PROGRAMS IS AVAILABLE IN THE HUMAN CAPITAL DIVISION. THE DEPARTMENT MAKES AVAILABLE ACCOMMODATIONS FOR DISABLED APPLICANTS.

Residency Requirement

New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=51
219,"Customer Insights Analyst, Data Science, CIEM",Ralph Lauren,"Company Description
Ralph Lauren Corporation (NYSE:RL) is a global leader in the design, marketing and distribution of premium lifestyle products in four categories: apparel, home, accessories and fragrances. For 50 years, Ralph Lauren's reputation and distinctive image have been consistently developed across an expanding number of products, brands and international markets. The Company's brand names, which include Ralph Lauren Purple Label, Ralph Lauren Collection, Double RL, Polo Ralph Lauren, Polo Ralph Lauren Children’s, Ralph Lauren Home, Lauren Ralph Lauren, RLX, American Living, Chaps and Club Monaco, constitute one of the world's most widely recognized families of consumer brands. #LI-LY1
Position Overview

The Analyst, Data Science, will be responsible for generating actionable insights and customer-centric recommendations that drive business performance. To achieve this, the analyst will partner with other members of the Data Science team as well as outside vendors to develop and implement advanced analytics across all brands, regions, and business units within Ralph Lauren. The Analyst will also partner with business leads (e.g. marketing, store ops, merchandising) to drive the adoption and success of predictive and descriptive statistical techniques – e.g. propensity models, segmentations, experimental design, cluster analyses, survey sampling, CHAID, hypothesis testing, etc…
Essential Duties & Responsibilities
Participate in the design of an advanced analytics roadmap, informed by larger CIEM team and key business stakeholders
Complete ad-hoc analytics projects (i.e. customer profiling, cross-shop analyses, program measurement) leveraging our Global Customer Database through SAS / SQL
Build statistical models, segmentations, and cluster analyses
Partner with key business stakeholders to develop learning objectives that drive business growth
Design measurement and statistical methodologies that align with strategic learning objectives
Provide comprehensive analysis and actionable business applications
Partner with data platform team to help optimize data capture, validation, and models
Collaborate with business stakeholders as an analytics leader to help inform key business decisions
Be passionate about the transformative power of data; continue to learn best in class data analytics
Experience, Skills & Knowledge
Experience
Bachelor’s degree in quantitative field, Master’s degree a plus
3+ years hands-on experience analyzing large databases
2+ years using SAS; SQL a plus; R a plus
Proficient with BI, campaign management tools, and relational databases
Experience with customer data and analytics such as customer profiling and segmentation

Knowledge & Skills
1-2 years experience designing measurement and analytic plans
Knowledge of statistical methodologies and segmentation models
Ability to gather, manipulate, and analyze large sets of data
Experience leveraging and analyzing unstructured data, i.e., social media data
Ability to transform data to create a story with actionable insights
Experience leveraging clickstream data preferred
Team player; ability to work with a diverse set of professionals
Ability to manage multiple projects and deliverables in a fast-paced environment
Excellent follow-through, prioritization skills, and attention to detail
Strong writing and presentation skills
Strong Excel and PowerPoint skills",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=51
